DATE,INDPRO
7/1/2016,98.836
8/1/2016,98.7554
9/1/2016,98.6596
10/1/2016,98.7322
11/1/2016,98.3452
12/1/2016,99.0314
1/1/2017,98.7987
2/1/2017,98.4322
3/1/2017,99.0663
4/1/2017,100.0082
5/1/2017,100.1286
6/1/2017,100.3233
7/1/2017,100.0947
8/1/2017,99.6642
9/1/2017,99.7686
10/1/2017,100.9981
11/1/2017,101.2597
12/1/2017,101.4573
1/1/2018,101.3939
2/1/2018,101.7656
3/1/2018,102.2441
4/1/2018,103.3468
5/1/2018,102.3911
6/1/2018,103.1924
7/1/2018,103.3334
8/1/2018,104.0807
9/1/2018,104.1181
10/1/2018,103.9397
11/1/2018,104.0007
12/1/2018,103.9946
1/1/2019,103.373
2/1/2019,102.8292
3/1/2019,102.8286
4/1/2019,102.2481
5/1/2019,102.4192
6/1/2019,102.4893
7/1/2019,102.0236
8/1/2019,102.7754
9/1/2019,102.5315
10/1/2019,101.6022
11/1/2019,102.148
12/1/2019,101.884
1/1/2020,101.3768
2/1/2020,101.633
3/1/2020,97.6672
4/1/2020,84.5979
5/1/2020,85.9732
6/1/2020,91.5625
7/1/2020,95.0144
8/1/2020,95.8881
9/1/2020,95.8444
10/1/2020,96.4292
11/1/2020,96.8564
12/1/2020,97.9754
1/1/2021,98.7836
2/1/2021,95.3744
3/1/2021,98.1351
4/1/2021,98.2886
5/1/2021,99.1508
6/1/2021,99.5096
7/1/2021,100.1231
8/1/2021,100.1255
9/1/2021,99.0614
10/1/2021,100.3045
11/1/2021,101.1971
12/1/2021,100.886
1/1/2022,101.0227
2/1/2022,101.6766
3/1/2022,102.478
4/1/2022,102.7953
5/1/2022,102.7769
6/1/2022,102.6863
7/1/2022,103.1328
8/1/2022,103.2344
9/1/2022,103.5283
10/1/2022,103.4114
11/1/2022,103.0707
12/1/2022,101.4848
1/1/2023,102.5478
2/1/2023,102.5671
3/1/2023,102.6592
4/1/2023,103.1512
5/1/2023,102.924
6/1/2023,102.303
7/1/2023,103.267
8/1/2023,103.2927
9/1/2023,103.3643
10/1/2023,102.7081
