DATE,T10Y3M,UNRATE,RPIT,PAYEMS,INDPRO,RSAFS,CORP,HTS,CPIAI,SP500R,USREC,USREC1,USREC3,USREC6,USREC12
11/1/2022,-0.432,3.6,15405.3,154296,103.0707,2272.225534,1.17,0.515,298.598,0.0001,0,0,0,0,0
12/1/2022,-0.741904762,3.5,15402.2,154535,101.4848,2252.981705,1.16,0.498,298.99,0.0138,0,0,0,0,0
1/1/2023,-1.156,3.4,15496.1,155007,102.5478,2304.219794,1.10,0.501,300.536,0.0315,0,0,0,0,0
2/1/2023,-1.041052632,3.6,15529.2,155255,102.5671,2280.611839,1.03,0.504,301.648,-0.0259,0,0,0,0,0
3/1/2023,-1.195652174,3.5,15596.8,155472,102.6592,2258.631315,1.11,0.509,301.808,0.0400,0,0,0,0,0
4/1/2023,-1.6135,3.4,15592.2,155689,103.1512,2260.136407,1.06,0.532,302.918,0.0074,0,0,0,0,0
5/1/2023,-1.734545455,3.7,15622.4,155970,102.924,2272.244093,1.10,0.565,303.294,0.0494,0,0,0,0,0
6/1/2023,-1.667619048,3.6,15638,156075,102.303,2272.629434,1.10,0.548,303.841,0.0388,0,0,0,0,0
7/1/2023,-1.589,3.5,15680,156311,103.267,2281.647982,1.08,0.504,304.348,-0.0113,0,0,0,0,0
8/1/2023,-1.391304348,3.8,15710.9,156476,103.2927,2284.070539,1.07,0.544,306.269,0.0131,0,0,0,0,0
9/1/2023,-1.1765,3.8,15741.5,156773,103.3643,2295.104413,1.03,0.501,307.481,-0.0220,0,0,0,0,0
10/1/2023,-0.806666667,3.9,15785,156923,102.7081,2291.646485,1.02,0.475,307.619,0.0892,0,0,0,0,0
